RA,Dec,PGC#,NSAID,othername,vhelio,vhelio_err,distance,i,z,I,K
45.0921,-17.15249,11359,,g0300221-170909,2281.0,,34.5,,,12.52,10.24
45.13215,-15.73617,11367,,g0300317-154410,1569.0,14.0,22.7294166907,,,11.86,10.772
45.1536,49.04372,11368,,UGC_02459,2464.0,,32.4,,,,9.893
45.156,40.25141,11371,,UGC02463,1899.0,,38.0,,,,11.821
45.1674797618,0.0203294634354,11375,7712,UGC02479,2727.04760742,132.500213623,39.6232332741,15.2746349629,15.1560837086,14.75,
45.1937872136,43.1626219826,11383,132986,NGC_1159,2751.68286133,232.500350952,24.2,12.9699496326,12.8461054859,,11.206
45.2636372288,-0.74344043564,11397,7708,UGC02482,2557.0234375,130.000198364,37.1381888274,15.386556298,15.3643013541,15.24,
45.2921431528,41.3963283869,11399,132999,UGC02473,3883.05395508,152.500228882,56.5879937211,15.1311942678,15.037768517,,12.971
45.3028549202,44.9566645726,11403,155371,NGC_1160,2585.42138672,245.00038147,32.4,12.7277223807,12.6246149284,11.78,9.803
45.3090034386,44.8973983535,11404,133005,NGC_1161,1692.2755127,142.500213623,38.0,11.6039388876,11.2636736136,,7.373
45.4002,-14.83661,11420,,NGC_1172,1669.0,,21.5,,,10.91,9.191
45.4306579695,28.737656576,11426,133023,UGC02488,3276.60058594,140.000228882,47.6764464223,16.3924368231,16.0844705908,,14.632
45.533992541,29.1060853448,11453,133059,UGC_02497,3268.48706055,142.500213623,47.5574300154,13.8060175771,13.6359259481,12.72,11.313
45.59325,51.96959,11463,,MCG_+09-06-001,3352.0,4.0,48.7824720906,,,,9.597
45.61875,-22.80105,11469,,ESO480-020,1444.0,6.0,20.9100266625,,,13.52,13.728
45.6435,-23.12875,11478,,ESO480-022,1561.0,24.0,22.6129155482,,,13.78,12.359
45.6567,-22.86722,11479,,g0302376-225202,1395.0,,18.9,,,,8.093
45.6603,-18.89777,11480,,NGC1179,1781.0,,26.1,,,11.12,12.073
45.8514406975,-15.62376446,11503,133102,NGC1189,2613.38427734,142.500213623,37.9619493088,11.9626490493,12.0250651259,13.38,13.728
45.8589043314,-15.6618569559,11508,133105,NGC_1190,2679.64624023,132.500213623,38.9304229263,13.7496271426,13.5588980014,13.46,11.126
45.8703,-9.67132,11511,,g0303289-094016,3365.0,36.0,48.9731676533,,,13.26,11.449
45.8784,-20.17546,11515,,ESO547-004,3322.0,23.0,48.3424054076,,,13.61,12.584
45.88665,-12.03969,11517,,NGC_1195,3911.0,26.0,56.9994103548,,,12.97,11.029
45.8955,-18.36709,11520,,ESO547-005,1592.0,3.0,23.0643574752,,,13.95,13.529
45.8949,46.38626,11521,,NGC_1169,2386.0,,32.4,,,9.96,7.988
45.89655,-12.07636,11522,,NGC_1196,3385.0,18.0,49.266545442,,,11.72,9.599
45.9100833117,-15.6134416732,11527,133115,NGC_1199,2637.75219727,140.000228882,33.1,11.0092008514,10.7482316895,10.52,8.536
45.93105,-15.48483,11533,,g0303434-152905,2628.0,20.0,38.1755702336,,,12.72,10.743
45.9546310137,-1.10373726569,11537,7699,03034911-0106134,3942.88354492,207.500320435,57.4687941534,12.7332432629,12.3895085217,12.09,9.731
45.95985,-25.27255,11538,,ESO480-025,1725.0,3.0,25.0011889686,,,13.67,
46.01835,74.44437,11543,,UGC02485,2013.0,,23.1,,,14.16,
45.9956627639,43.3984296402,11552,133120,NGC_1171,2891.63696289,210.000320435,24.2,11.2202738819,11.0253523884,11.6,9.626
46.01145,-26.5957,11554,,ESO480-027,3842.0,40.0,55.9836047978,,,13.82,
46.02585,-12.01542,11557,,IC_0285,3261.0,26.0,47.447603152,,,12.85,10.874
46.052175452,-1.19273761351,11563,155404,03041250-0111337,3686.03271484,152.500228882,53.687482552,14.178513302,13.9935348169,13.51,11.344
46.0873299751,-6.9959864415,11573,155405,PGC011573,2129.91186523,172.500274658,30.8977758303,15.3480239987,15.2361408353,14.99,13.678
46.0851,48.27011,11574,,UGC_02511,3826.0,14.0,55.7480556832,,,,9.828
46.18335,54.11314,11586,,PGC011586,2205.0,9.0,31.9930739365,,,,8.687
46.2759,-45.96213,11595,,ESO248-002,1391.0,,22.3,,,12.49,11.907
46.3273372947,-0.156136461631,11609,133133,PGC011609,2571.45141602,130.000198364,37.3490657157,14.5533485566,12.898271576,,12.696
46.3757240696,42.8332950828,11617,155418,NGC_1174,2890.0065918,212.500335693,24.2,10.6576556263,9.3374022541,10.65,8.427
46.4943,-19.39132,11636,,ESO547-009,1682.0,4.0,24.3749953279,,,,
46.5124752319,-15.6111806382,11638,133141,g0306030-153640,2664.59399414,135.000213623,35.8,11.1830522945,10.8934557369,10.31,8.31
46.5479558078,1.59233907545,11639,133145,UGC02535,2823.31665039,140.000228882,41.0302852876,16.4049067623,16.3238349087,15.62,14.029
46.5246,41.72533,11640,,PGC011640,3598.0,94.0,52.3914807993,,,,12.08
46.5392448741,42.3732274939,11643,133144,IC_0284,2870.07250977,217.500335693,24.2,11.6485880909,11.5032252369,11.09,9.224
46.5551869843,41.8488876131,11648,133146,NGC_1198,1384.18603516,107.500167847,20.0421663252,12.2222343722,12.0757881442,,9.665
46.6226272655,-15.569215778,11658,133151,NGC1231,2442.19433594,167.500259399,35.4598661437,14.772952656,14.6790481607,,12.644
46.68915,-25.71662,11666,,g0306454-254259,3928.0,16.0,57.2496812891,,,,10.077
46.7184152067,-0.794499376628,11670,155420,03065241-0047400,3084.15209961,145.000228882,44.8534408543,12.1891031069,11.983582477,11.82,9.21
46.76835,-14.00467,11677,,PGC011677,1530.0,,21.0,,,13.54,
46.7523,36.16764,11679,,UGC_02540,3931.0,3.0,57.2938467481,,,,10.121
47.0793,-13.90295,11744,,g0308190-135411,1568.0,,21.0,,,13.33,11.385
47.1129,-23.056,11750,,IC1892,2888.0,,35.0,,,12.96,12.963
47.2282238783,41.4669825227,11771,133186,UGC_02554,3010.22070312,182.500274658,43.7689493735,13.3391752601,13.0059080482,,10.636
47.2365,-2.95531,11774,,g0308567-025719,2462.0,,31.0,,,11.78,9.899
47.2875,-10.29315,11782,,g0309090-101735,3132.0,9.0,45.5553164149,,,12.53,11.017
47.33385,39.7094,11787,,UGC02558,3257.0,12.0,47.3889275943,,,,13.7
47.3201776286,38.6465676913,11789,133189,NGC1213,3592.54418945,150.000228882,52.3111613403,11.7218570779,11.6362381051,,12.309
47.326047161,80.1306087196,11793,133191,UGC_02519,2715.95776367,165.000259399,38.2,12.7724040643,12.6375507013,,9.716
47.37525,-17.41607,11798,,ESO547-011,2213.0,4.0,32.1100005804,,,14.49,
47.3799,-4.91219,11800,,PGC011800,3120.0,4.0,45.3792897417,,,13.12,11.32
47.4009,-25.25358,11807,,IC_1895,3841.0,42.0,55.9688829782,,,,10.274
47.40375,-17.83164,11809,,ESO547-012,2009.0,6.0,29.1369795257,,,17.0,
47.40945,-41.03186,11812,,ESO300-014,955.0,,9.8,,,11.67,13.857
47.4128712028,-7.84625173755,11813,11324,NGC1234,3521.99121094,120.000190735,51.2760543688,13.9358683154,13.7562590167,14.02,15.036
47.4393,-20.57917,11819,,g0309454-203445,1682.0,,26.1,,,9.25,7.372
47.50845,-20.60011,11834,,NGC1232A,1779.0,,26.1,,,14.4,
47.505,-53.33581,11836,,g0310012-532009,1054.0,,12.6,,,10.92,9.348
47.54325,-40.00241,11842,,ESO300-016,710.0,,8.8,,,15.17,
47.5537393879,40.7656469162,11846,109350,IC_0292,3254.59301758,147.500244141,47.3536198353,13.2828938458,13.0598523114,12.64,10.194
47.58,-22.4058,11851,,g0310191-222421,1328.0,,18.9,,,11.64,10.032
47.601,-33.15416,11856,,ESO357-007,1130.0,,16.8,,,13.42,
47.7474516156,38.6590860164,11875,133211,PGC011875,3607.43115234,150.000228882,52.5303245234,13.8411899759,13.7862774088,,12.343
47.8068,-4.24644,11885,,PGC011885,2235.0,8.0,32.4315488512,,,14.48,13.931
48.0597,-10.48101,11931,,NGC_1247,3948.0,5.0,57.5441176824,,,11.29,8.787
48.08655,-10.51371,11937,,PGC011937,3967.0,45.0,57.8238322561,,,13.81,12.134
48.11985,-35.58794,11942,,g0312288-353517,3370.0,20.0,49.0465121005,,,13.39,11.488
48.06795,-21.0495,11950,,PGC011950,1541.0,48.0,22.3216626921,,,13.54,12.041
48.19755,-5.2683,11968,,PGC011968,2252.0,,30.9,,,15.98,13.289
48.20265,-31.4862,11969,,ESO417-020,3976.0,6.0,57.9563286331,,,14.29,
48.20235,-5.22471,11970,,g0312486-051329,2235.0,13.0,32.4315488512,,,11.43,9.512
48.2403,-17.92987,11977,,ESO547-020,1994.0,2.0,28.9185398836,,,14.28,13.517
48.2697,-57.35714,11984,,g0313048-572126,1140.0,,22.0,,,11.38,10.063
48.38325,-25.72523,12007,,NGC_1255,1697.0,,20.0,,,10.28,8.371
48.4194,-25.19023,12011,,ESO481-014,1735.0,,20.0,,,12.82,
48.5229,-21.77426,12034,,g0314055-214627,1494.0,7.0,21.6372184802,,,12.35,11.18
48.5385,-2.82254,12041,,g0314090-024922,1710.0,,20.9,,,10.75,9.23
48.59895,-2.80037,12053,,NGC1253A,1821.0,,20.9,,,14.01,
48.58245,24.15397,12057,,PGC012057,1332.0,12.0,19.2849821093,,,,13.488
48.6393598162,39.7692983858,12063,133236,UGC02601,3334.19702148,147.500244141,48.5213221672,15.8369945993,15.9510101786,,13.811
48.65955,-4.77388,12068,,PGC012068,2218.0,,30.9,,,,
48.7059179506,40.266136769,12073,133244,UGC02605,3149.06884766,157.500244141,45.8056974539,16.0381332679,15.9371162696,,13.112
48.94245,-12.02437,12117,,g0315462-120128,3161.0,5.0,45.9807142085,,,12.71,10.527
49.0023,-5.49929,12130,,MCG_-01-09-024,2319.0,,30.9,,,12.74,10.296
49.0032,-2.42735,12131,,g0316007-022538,2194.0,,30.9,,,11.63,9.444
49.0377,-24.1997,12145,,ESO481-016,2077.0,,21.0,,,,
49.0887,-25.85483,12154,,MCG_-04-08-055,1555.0,44.0,22.5255396914,,,12.79,11.105
49.1883121803,80.7934824474,12174,133273,NGC_1184,2680.24584961,170.000274658,38.9391867153,11.0220427967,10.7693019367,,8.038
49.2222,-35.54142,12181,,ESO357-012,1572.0,,19.0,,,12.6,
49.2594336647,3.64934260352,12188,133277,CGCG_390-043,920.65411377,122.500190735,13.316630396,14.3988939561,14.0034471788,,11.065
49.26855,-22.86664,12194,,ESO_481-_G_017,3923.0,4.0,57.1760721908,,,11.52,9.769
49.3275,-41.108,12209,,g0317186-410629,838.0,,8.8,,,8.2,5.653
49.4600155344,41.9675868419,12253,68835,03175040+4158033,3966.32128906,172.500274658,57.8138403961,13.7865117876,13.5791505663,13.12,10.647
49.4981650987,41.5203603371,12270,68661,03175956+4131132,3483.81274414,147.500244141,50.7160186606,13.223260326,12.9849447437,13.09,10.36
49.56225,-27.61038,12285,,g0318149-273637,1366.0,,19.0,,,11.28,9.39
49.56495,-66.49759,12286,,NGC_1313,470.0,,4.07,,,8.43,7.53
49.5788018586,41.4692718983,12292,155495,PGC012292,3693.30737305,160.000244141,53.7945787582,14.6045001269,14.4800017596,,11.785
49.62315,-6.10072,12303,,PGC012303,2296.0,2.0,33.3231145111,,,16.3,
49.63665,-25.83564,12309,,g0318328-255008,1802.0,,20.0,,,12.06,10.691
49.6497319652,41.4772018623,12316,133297,CGCG_540-089,3501.65625,147.500244141,50.9777630752,13.8205361511,13.5712227966,,10.848
49.6803,-23.7821,12327,,ESO481-019,1536.0,,20.0,,,,
49.6881507047,41.4887510349,12332,68646,03184516+4129195,3383.20532227,145.000228882,49.2402195127,13.5590406213,13.4213968073,13.87,10.751
49.7076,-1.97333,12342,,NGC_1289,2835.0,60.0,41.201047145,,,12.33,9.465
49.7367,-10.5464,12345,,PGC012345,1921.0,8.0,27.8554669587,,,,
49.7693189109,41.4685859974,12358,133302,PGC_012358,3799.77807617,167.500259399,55.3620212493,14.2952184714,14.243226055,,11.54
49.7793,-11.33657,12368,,PGC012368,3182.0,10.0,46.2887608866,,,14.19,
49.8093,-19.10012,12373,,g0319142-190600,1550.0,,28.6,,,10.87,8.923
49.8555,-49.59976,12390,,IC1914,1031.0,,16.8,,,11.78,12.702
49.80705,81.34618,12391,,UGC02603,2518.0,7.0,36.5678288798,,,,
49.858567704,-6.12110518082,12394,11471,03192605-0607160,2265.41674805,162.500259399,32.8761148847,14.281782513,14.0857929042,13.43,11.338
49.8548781886,-13.9896267643,12395,133310,NGC1290,2635.35546875,135.000213623,38.2830765181,14.8585823597,14.6278046192,13.77,11.816
49.8942,-32.46503,12404,,IC1913,1287.0,,20.0,,,13.2,11.411
49.92135,-19.4111,12412,,g0319411-192440,1568.0,,26.1,,,9.38,7.553
49.9286972453,41.6007209223,12430,155505,03194779+4135468,3697.02661133,157.500244141,53.8493327134,15.8315703465,15.5850054813,,10.694
49.9629,-26.0605,12431,,NGC_1302,1703.0,,20.0,,,10.59,7.819
49.9706945181,41.3023509706,12437,133317,2MASX_J03195296+4118082,3793.81518555,167.500259399,55.2742366488,13.3166520064,13.1686818068,,10.507
49.9743,-3.59395,12439,,PGC012439,2757.0,6.0,40.0610123668,,,13.45,11.617
50.0292,-52.18582,12460,,g0320070-521108,571.0,,5.2,,,12.01,10.913
50.0403511327,-6.26201011465,12466,133323,g0320097-061543,2262.23242188,165.000259399,30.9,12.9599413992,12.7826857687,12.28,10.093
50.0422281822,41.3511277312,12468,133324,PGC012468,1789.7791748,155.000244141,25.9445449526,15.223090931,15.0881879769,,12.399
50.0504374303,41.3669723439,12471,133325,NGC_1282,1861.99804688,175.000259399,41.9,13.7321829383,13.4862913673,,9.615
50.071653866,80.2464561686,12480,133328,UGC_02620,2568.22900391,185.000289917,38.2,13.5760043756,13.4409812585,,11.165
50.07195,-26.46359,12484,,ESO481-021,1752.0,6.0,25.3943803244,,,14.37,13.676
50.0985072088,17.2955988715,12514,133332,UGC02684,350.0,,6.5,15.4376899522,15.4017135422,,13.641
50.1374335267,41.574131403,12519,68733,03203298+4134268,3325.27514648,145.000228882,48.3904481692,14.6469389383,14.3127104227,14.28,11.561
50.14725,-18.71528,12521,,g0320353-184255,3953.0,11.0,57.6177267808,,,12.19,10.098
50.175774038,41.4039715808,12528,68635,03204218+4124143,3931.88671875,175.000259399,57.3069008616,14.4303759673,14.145393286,14.21,11.372
50.2626,-25.5125,12559,,g0321030-253045,1425.0,,19.0,,,12.27,10.683
50.26425,-37.10168,12569,,g0321034-370606,1805.0,,19.0,,,11.5,9.935
50.30325,-4.58389,12575,,g0321128-043503,3970.0,15.0,57.8679977151,,,12.2,10.294
50.3329831209,41.9318585426,12578,68739,03211991+4155547,3128.41992188,157.500244141,45.5028006447,13.2379731555,12.9845742602,,10.403
50.4654,-15.71055,12608,,PGC012608,2007.0,6.0,29.1078542401,,,14.04,
50.5239,-37.5867,12625,,PGC012625,1626.0,4.0,23.5594873307,,,,
50.5273286228,-15.3999287657,12626,133355,g0322066-152400,2173.32006836,187.500289917,24.1,11.1240439531,10.9783721086,10.61,9.088
50.5728090061,-7.09066908771,12633,11458,03221747-0705264,2707.81811523,132.500213623,39.3421782759,12.6459877194,12.4482052029,12.43,10.282
50.59455,-37.39764,12636,,ESO301-008,1458.0,,20.2,,,13.96,
50.6715,-4.18653,12650,,NGC_1314,3935.0,14.0,57.3527340268,,,12.48,10.61
50.6739,-37.20821,12651,,NGC_1316,1716.0,,21.0,,,,5.58
50.6844,-37.10381,12653,,NGC_1317,1941.0,,19.0,,,9.73,7.73
50.7297,-42.18971,12662,,g0322551-421123,1164.0,22.0,16.8474152795,,,12.37,10.838
50.72985,-11.20345,12664,,PGC012664,2808.0,,35.0,,,13.67,11.596
50.7774,-21.37525,12671,,g0323066-212231,1673.0,,22.7,,,11.49,9.725
50.8572,-19.286,12680,,PGC012680,1551.0,4.0,22.4672891202,,,,
50.8842,-18.6665,12689,,ESO548-004,1528.0,8.0,22.1323483356,,,,
50.9052,-35.77837,12691,,ESO357-025,1741.0,,19.9,,,13.75,12.743
50.9223,37.04471,12697,,UGC02707,3405.0,6.0,49.5599232307,,,,
50.94585,-19.75326,12701,,ESO548-005,1838.0,,26.1,,,12.82,
50.97585,-37.51014,12706,,g0323540-373045,1397.0,22.0,20.2280883232,,,12.4,11.49
50.9853,-21.52786,12708,,g0323565-213140,3985.0,18.0,58.0888250101,,,11.91,10.086
50.985,-36.46451,12709,,g0323564-362752,1360.0,,19.0,,,9.5,7.447
51.0301615024,17.75329067,12719,133364,UGC02716,381.0,,6.4,13.4429138775,13.4257515545,,13.899
51.10665,-21.54393,12737,,g0324256-213238,1588.0,,22.7,,,10.44,8.619
51.1587,-19.2978,12748,,ESO548-009,1885.0,8.0,27.3312118177,,,,13.736
51.2019,-21.33615,12754,,NGC1325A,1333.0,,22.7,,,12.03,13.663
51.20235,-3.01561,12755,,NGC_1321,2698.0,21.0,39.1986783679,,,11.75,10.014
51.20295,-3.04223,12756,,g0324487-030232,2716.0,,37.0,,,11.43,9.342
51.21855,-35.43548,12758,,PGC012758,1348.0,45.0,19.5171313312,,,13.95,13.125
51.23055,-21.78351,12762,,ESO548-011,1453.0,8.0,21.0406105998,,,14.66,
51.2436,-37.00959,12769,,g0324585-370034,1800.0,,19.0,,,12.55,10.91
51.30045,-16.16409,12778,,PGC012778,1866.0,5.0,27.0545216044,,,15.4,
51.2890360186,42.4018673288,12780,133374,UGC_02722,3731.21240234,165.000259399,54.3526097639,13.2362979316,12.9956534767,,10.591
51.2868,-36.36308,12783,,NGC1326A,1836.0,,16.1,,,13.04,13.559
51.3339,-36.3868,12788,,NGC1326B,1012.0,,19.0,,,12.14,15.716
51.35295,40.53672,12797,,CGCG_541-003,3684.0,28.0,53.6575572906,,,,10.793
51.3537,-16.23315,12798,,UGCA_071,1878.0,,24.1,,,12.88,11.28
51.4161,-52.78547,12807,,IC_1933,1068.0,,15.2,,,11.61,10.192
51.4677968092,40.7486374713,12816,133383,UGC_02730,3977.41967773,185.000289917,57.9772288727,13.7552788147,13.4112141022,12.78,10.087
51.5094,-32.89445,12825,,g0326022-325340,1220.0,,19.8,,,12.07,10.759
51.51,-21.34019,12827,,ESO548-016,2120.0,7.0,30.7534328773,,,,
51.5022475089,42.0245913587,12828,133386,UGC_02731,969.441711426,97.5001525879,14.0245055731,15.0592831108,14.7161901925,,11.62
51.57165,-21.33528,12838,,g0326173-212007,1524.0,,22.9,,,9.1,7.041
51.618,-21.35557,12846,,g0326283-212120,1375.0,,22.9,,,12.32,10.753
51.6342,-35.71366,12848,,g0326322-354249,1421.0,,18.3,,,11.43,9.802
51.7482,72.85208,12868,,PGC012868,2074.0,,23.1,,,,12.397
51.7353,68.58119,12876,,UGC_02729,1940.0,,23.0,,,,9.066
51.81885,-33.48584,12877,,ESO358-005,1625.0,5.0,23.5449246879,,,13.21,
51.82515,-34.52639,12878,,g0327180-343135,1358.0,,20.9,,,12.2,10.618
51.89805,-21.22825,12889,,ESO548-021,1682.0,6.0,24.3749953279,,,13.27,12.125
51.9255,-21.69926,12895,,ESO548-022,1301.0,39.0,18.8351929919,,,14.01,12.886
51.9933,-37.15006,12911,,g0327584-370900,1859.0,,19.0,,,11.4,9.836
52.0251,-8.38838,12916,,g0328060-082318,1239.0,,11.9,,,10.88,9.194
52.02735,-32.28607,12917,,g0328066-321710,1367.0,,19.7,,,10.5,8.688
52.0605,-17.41972,12922,,ESO548-023,1834.0,,21.0,,,13.31,11.591
52.0818,-31.06812,12923,,g0328196-310405,1148.0,,20.9,,,,7.393
52.20315,-35.17825,12952,,g0328487-351041,1360.0,,19.0,,,12.32,10.659
52.22745,-12.15334,12956,,g0328546-120912,2476.0,,32.0,,,11.92,9.978
52.25295,-22.14657,12961,,ESO548-025,1680.0,6.0,24.3458700423,,,13.32,
52.2603,-26.44528,12962,,g0329025-262643,1922.0,26.0,27.8700296015,,,12.92,11.351
52.38195,-17.77839,12979,,g0329317-174642,1527.0,,22.7,,,12.47,11.124
52.38915,-15.23815,12981,,PGC012981,1890.0,,24.1,,,12.86,14.039
52.40835,-23.35086,12986,,ESO481-030,1639.0,7.0,23.7488016872,,,14.44,
52.4241,-22.27923,12989,,NGC1347,1760.0,7.0,25.5108814668,,,12.46,13.073
52.4286,-33.5578,12990,,ESO358-010,1748.0,38.0,25.3361297531,,,13.58,
52.5397199582,-5.52164368479,13005,11545,03300952-0531180,3952.43725586,172.500274658,57.609442163,14.1139936945,13.8438063166,13.66,11.228
52.5552726224,-5.54331607279,13009,155576,03301326-0532360,3768.43115234,150.000228882,54.9005374896,13.0162995771,12.7402471021,12.24,9.772
52.64565,-34.85402,13028,,g0330350-345114,1511.0,,19.2,,,10.36,8.783
52.65,-17.94091,13029,,g0330359-175629,1509.0,22.0,21.8556581223,,,12.35,10.736
52.66515,-54.57519,13036,,PGC013036,1976.0,,25.0,,,15.29,12.045
52.6965,-21.05824,13042,,g0330472-210330,1312.0,27.0,18.994795582,,,12.59,10.751
52.7844,-36.29007,13058,,PGC013058,1855.0,,19.4,,,13.29,11.827
52.78365,-33.62843,13059,,g0331080-333742,1905.0,,19.0,,,9.12,7.395
52.8459,-5.14178,13068,,g0331230-050830,3920.0,49.0,57.1319067318,,,12.1,10.472
52.8534,-35.33108,13084,,PGC013084,1381.0,,19.7,,,,11.465
52.87755,-30.2132,13089,,ESO418-008,1193.0,,20.0,,,12.81,12.175
52.88085,-51.90486,13090,,IC_1954,1070.0,,15.2,,,10.53,8.74
52.88655,-38.06122,13092,,ESO301-018,1672.0,63.0,24.2293688998,,,,13.903
52.9485,-35.05186,13097,,PGC013097,1660.0,,20.6,,,,
52.98195,-31.33834,13106,,ESO418-009,972.0,,20.0,,,12.71,
53.01255,-20.81893,13108,,g0332030-204908,1525.0,,22.7,,,10.09,8.097
53.033282761,47.7929264623,13115,133438,UGC_02773,216.0,,5.4,11.934929462,11.908051105,,9.565
53.01405,68.36835,13121,,UGC_02765,1679.0,,23.0,,,,8.173
53.08095,-17.71903,13122,,ESO548-032,1961.0,,25.9,,,13.9,
53.1177,-23.38103,13127,,ESO482-003,1778.0,39.0,25.7730090373,,,,
53.1192,-18.94863,13128,,g0332286-185655,1688.0,18.0,24.4623711847,,,,10.564
53.12235,-15.22117,13130,,g0332294-151316,1802.0,18.0,26.1225124647,,,,8.892
53.1987,-34.23869,13146,,PGC013146,2122.0,,19.9,,,13.31,12.018
53.23995,-21.08947,13150,,ESO548-034,1688.0,27.0,24.4623711847,,,,11.624
53.25885,-24.1329,13154,,ESO482-005,1916.0,3.0,27.7826537447,,,,
53.2701,-1.97785,13156,,PGC013156,2815.0,45.0,40.9087305352,,,,
53.27805,-34.80702,13157,,ESO358-015,1387.0,,19.0,,,13.92,
53.28885,-35.71908,13161,,ESO358-016,1698.0,9.0,24.6079976128,,,15.91,
53.30265,-50.41427,13163,,IC_1959,640.0,,6.06,,,12.36,11.033
53.32125,-13.66419,13166,,g0333171-133951,2009.0,,22.9,,,10.03,8.402
53.34795,-4.99873,13169,,g0333235-045955,3930.0,30.0,57.2791249284,,,,9.99
53.3613,-23.71278,13171,,g0333267-234246,1812.0,,20.0,,,,9.864
53.36535,-21.56474,13172,,g0333277-213353,1480.0,,22.7,,,,10.423
53.3913,-33.57324,13177,,PGC013177,1375.0,,20.3,,,13.61,
53.40165,-36.14051,13179,,g0333364-360826,1636.0,,18.0,,,8.38,6.366
53.42445,-21.47861,13184,,IC_1953,1867.0,,20.0,,,11.1,9.643
53.47695,68.11061,13188,,PGC013188,1374.0,6.0,19.8943738168,,,,14.105
53.46015,68.38049,13189,,PGC013189,2969.0,7.0,43.1642874369,,,,12.67
53.4489,-19.492,13190,,g0333477-192931,1976.0,,38.9,,,12.28,11.159
53.4639,-21.45552,13194,,ESO548-040,1863.0,,20.0,,,,12.266
53.47125,-20.28253,13196,,g0333531-201657,1177.0,19.0,17.0360365223,,,,10.213
53.47365,-31.19412,13197,,g0333537-311139,1231.0,,21.1,,,10.82,9.002
53.4555,-10.25085,13200,,PGC013200,3226.0,23.0,46.9341920218,,,,12.5
53.54385,-19.55828,13211,,ESO_548-_G_043,1931.0,4.0,28.0010933868,,,,11.442
53.56455,-61.09474,13216,,PGC013216,1152.0,8.0,16.6733033631,,,,
53.58015,-19.42442,13220,,g0334192-192528,1696.0,22.0,24.5788723272,,,12.48,10.352
53.6229,-35.54649,13230,,PGC013230,1205.0,,19.0,,,,11.8
53.65875,-17.47611,13235,,ESO548-046,1625.0,29.0,23.5449246879,,,,12.361
53.6811,-19.02898,13241,,ESO_548-_G_047,1606.0,20.0,23.2682344745,,,,9.785
53.7387,-32.63998,13250,,ESO358-020,1756.0,10.0,25.4526308956,,,13.47,12.354
53.74665,-35.1711,13252,,g0334592-351016,1385.0,,19.3,,,12.22,10.589
53.75535,-24.93323,13255,,g0335013-245560,1472.0,,22.7,,,,7.621
53.75625,-51.45592,13256,,ESO200-045,1029.0,6.0,14.8886562199,,,15.8,
53.81085,-20.37369,13265,,g0335146-202225,1053.0,14.0,15.2368800527,,,11.62,9.861
53.82015,-35.26562,13266,,g0335168-351556,740.0,,20.0,,,11.3,9.603
53.8191,-35.22633,13267,,g0335166-351335,1352.0,,19.6,,,10.04,8.157
53.8347,-32.60226,13269,,g0335203-323609,1192.0,23.0,17.2536764178,,,11.95,10.166
53.9012597653,80.0860716534,13274,133465,UGC02767,2525.97363281,190.000305176,36.6843701453,15.3154721219,15.3649544674,,
53.86815,-21.21764,13275,,ESO548-049,1510.0,38.0,21.8702207651,,,14.21,
53.87895,-34.44708,13277,,g0335310-342649,1619.0,,20.8,,,11.2,9.149
53.88795,-32.46491,13281,,g0335331-322754,1465.0,,18.6,,,12.23,10.591
53.9061,-21.29172,13283,,IC1962,1803.0,,20.0,,,13.5,
53.9868,-45.19131,13294,,PGC013294,744.0,,7.98,,,15.07,13.42
54.0159,-35.44116,13299,,g0336040-352628,1324.0,,20.0,,,9.88,8.234
54.05655,67.56464,13301,,UGC_02789,3135.0,2.0,45.5993230832,,,11.83,8.751
54.07245,-25.60473,13304,,ESO482-011,1592.0,6.0,23.0643574752,,,13.78,11.569
54.0890168727,-6.71561680291,13308,133468,PGC013308,3025.0612793,112.500175476,43.9866441445,15.1904067155,15.0791968461,14.62,
54.1149,-34.97613,13318,,g0336276-345834,1809.0,,21.2,,,8.68,6.863
54.13215,-35.29521,13321,,g0336317-351743,1724.0,,22.0,,,10.27,8.418
54.1314,-43.95686,13322,,g0336315-435725,1243.0,,16.8,,,11.13,9.079
54.1629,-20.90202,13324,,g0336391-205407,1792.0,,27.7,,,11.55,9.707
54.1884,-36.25615,13330,,NGC_1369,1418.0,14.0,20.5327841769,,,11.79,10.723
54.19245,-35.99923,13333,,g0336462-355957,868.0,,16.5,,,10.06,8.062
54.19785,-34.73962,13335,,g0336475-344423,1561.0,,20.0,,,11.34,9.569
54.2244,-24.91278,13342,,ESO482-013,1847.0,6.0,26.777831391,,,14.18,13.098
54.2262,-35.37464,13343,,PGC013343,1715.0,,19.6,,,12.97,11.607
54.23775,-35.50663,13344,,g0336571-353024,1302.0,,19.3,,,9.44,7.421
54.2874,-35.1951,13354,,NGC_1380B,1802.0,,20.3,,,11.69,10.038
54.2988,-35.74602,13360,,g0337117-354446,986.0,,21.2,,,10.39,8.628
54.32865,-43.58614,13364,,ESO249-008,1255.0,6.0,18.167763979,,,13.04,12.063
54.36795,-24.50128,13368,,g0337283-243005,1493.0,,22.7,,,10.13,8.561
54.37575,-51.25142,13369,,ESO_200-_G_053,2337.0,100.0,33.9223635611,,,12.4,10.344
54.39225,-51.18922,13372,,ESO_200-_G_054,2304.0,88.0,33.440041155,,,12.64,10.615
54.4134,-18.33939,13377,,g0337392-182022,1938.0,12.0,28.1030318865,,,11.3,9.412
