RA,Dec,PGC#,NSAID,othername,vhelio,distance,r,i,z,I,K,K_err
129.171431466,5.27369622284,4015299,46792,SDSSJ083641.13+051624.9,3127.39160156,49.0703887939,18.2542474126,18.3607041692,18.3323285435,17.47,13.952,0.285
135.1224,35.81132,4015362,,SDSSJ090029.37+354840.6,3062.0,,,,,17.54,,
138.73065,39.25467,4015397,,SDSSJ091455.36+391517.0,2566.0,,,,,20.98,,
141.54318179,33.7211060635,4015419,64891,SDSSJ092609.44+334304.1,540.0,11.8755607605,17.5763374561,17.5515333408,17.5811392062,16.96,,
145.75215,9.47437,4015476,,SDSSJ094300.53+092828.2,3245.0,,,,,18.78,13.195,0.152
153.249354732,39.7711179261,4015552,55098,SDSSJ101259.87+394616.9,1339.99987793,23.9426364899,18.2658559303,18.0758573036,18.2381154518,17.69,,
158.22165,13.00881,4015616,,SDSSJ103253.18+130031.7,2980.0,,,,,17.68,14.285,0.263
158.415011721,64.6881005308,4015618,12720,SDSSJ103339.60+644116.8,1846.33618164,31.7730884552,17.1425775088,16.8523982562,16.7630361117,17.95,14.013,0.227
163.172496942,66.173014108,4015654,12781,SDSSJ105241.38+661022.4,3441.66894531,50.8351364136,18.2099161884,18.3247729084,18.148568227,17.78,,
163.484355519,60.0452995551,4015656,16667,SDSSJ105356.28+600242.9,1266.22851562,23.1093006134,18.0065207947,18.0134673584,17.8861928452,17.3,,
170.154682511,64.0205093677,4015710,139207,SDSSJ112037.27+640108.3,1188.00183105,21.6543197632,16.9912774918,16.8950651047,16.6346528885,,,
172.197820499,56.7457372168,4015728,52185,SDSSJ112847.49+564444.3,1679.42797852,29.8545379639,17.7159893861,17.6350100388,17.5424979081,17.18,12.914,0.119
176.520486684,56.5654398705,4015799,52353,SDSSJ114604.48+563356.1,1021.1116333,18.8976669312,18.1603688936,17.8668489198,17.8290528993,17.47,,
176.679231731,57.2323833184,4015804,52464,SDSSJ114643.27+571357.8,1029.12561035,19.0232086182,18.289058967,18.2012103036,18.143496795,17.36,,
176.761546987,54.2887833072,4015806,41516,SDSSJ114702.84+541716.8,1365.43786621,24.8916664124,17.9657625669,17.8108486646,18.0451788419,17.92,14.053,0.244
176.779027673,3.10634986636,4015807,13849,SDSSJ114706.99+030623.0,1016.97332764,17.4106636047,17.9737480626,17.8267305837,17.7182005391,17.46,,
179.78728415,3.66897470907,4015848,13947,SDSSJ115908.90+034007.6,3263.90380859,50.6850852966,17.0644476004,16.9508115835,16.843912322,17.64,,
183.556581316,8.90815689408,4015889,170622,SDSSJ121413.79+085429.7,1933.00292969,29.3897380829,17.8600177327,17.8100871601,17.9459943333,18.21,,
185.409898274,8.77744468552,4015920,67314,SDSSJ122138.38+084638.0,1396.27783203,22.6419010162,18.1278864664,17.9693466944,17.8942639154,17.38,,
187.787946526,42.0927175939,4015941,60995,SDSSJ123109.09+420533.8,563.0,12.194475174,18.1590641656,18.1379498162,17.8095434823,18.58,,
188.620000587,64.0999435281,4015951,19318,SDSSJ123428.98+640555.8,2367.76123047,37.1619491577,17.0492028657,16.9740418855,16.9423341218,18.42,,
203.327357734,47.0410920501,4016085,61703,SDSSJ133318.54+470227.5,2639.21728516,38.8841514587,18.1229888019,17.9090643939,17.733083826,17.09,,
203.59485,63.44859,4016088,,SDSSJ133422.76+632654.9,1799.0,,,,,17.82,,
207.000498896,63.5225600023,4016111,19507,SDSSJ134800.10+633120.8,1654.03955078,28.9832763672,17.7939984985,17.6904504486,17.6403482147,17.11,13.687,0.188
207.156703087,58.8094628311,4016113,45109,SDSSJ134837.68+584835.5,1764.56555176,29.961643219,17.9297098165,17.8278316503,17.7753719336,17.2,13.586,0.165
214.48515,46.68449,4016163,,SDSSJ141756.43+464104.3,2048.0,,,,,17.66,13.768,0.194
218.389546698,49.6197050342,4016204,43195,SDSSJ143333.47+493712.1,2416.31542969,36.1195755005,18.5611207196,18.4322955319,18.3612029263,17.63,,
218.863051947,44.9502342791,4016206,51352,SDSSJ143527.13+445700.7,3065.59936523,43.2983360291,18.3348647685,18.2403060527,18.1214353176,17.52,,
220.765062861,53.9161909113,4016222,145469,SDSSJ144303.81+535457.5,838.001281738,16.300485611,17.6303405586,17.3487214866,17.3591069999,17.02,,
225.254237956,1.01371138069,4016257,15362,SDSSJ150100.85+010049.8,1736.15905762,26.1495876312,17.9185105176,17.6646576733,17.8494387479,17.29,,
230.301645551,46.1312638177,4016287,43421,SDSSJ152112.45+460752.7,1909.52258301,29.6469936371,18.6018437992,18.519297565,18.5179395328,17.62,13.926,0.167
253.226498598,36.0873236006,4016425,29823,SDSSJ165254.34+360514.9,906.520141602,16.8916225433,17.8239704732,17.6701285009,17.779479659,16.98,12.234,0.063
261.87705,62.45803,4016452,,SDSSJ172730.51+622729.0,3017.0,,,,,19.84,,
322.010093494,1.04264657521,4016582,42330,SDSSJ212802.42+010233.7,3256.56982422,43.7428512573,18.5706853419,18.5326127559,18.4550036937,19.28,,
49.7641343352,-6.11480848788,4016788,11474,SDSSJ031903.37-060653.9,2198.16870117,31.5519771576,16.396030874,16.4295429895,16.4179405877,16.83,,
43.3693994698,-8.98458506169,4016901,11285,SDSSJ025328.63-085905.3,1420.77893066,19.7066364288,16.8320913377,16.6110076966,16.6921072068,17.23,,
114.13095,41.4406,4016950,,SDSSJ073631.69+412623.9,3020.0,,,,,18.08,,
116.18835,18.56904,4016964,,SDSSJ074445.21+183408.2,2254.0,,,,,17.68,14.191,0.219
121.952587018,50.9127211305,4017034,76326,SDSSJ080748.53+505446.6,2420.30908203,36.7318305969,16.3090004003,15.9213909185,17.1680721318,18.38,,
128.751807898,39.6138343588,4017109,29964,SDSSJ083500.52+393648.3,1960.48413086,30.6020030975,17.9732048021,17.8988649355,17.8821441637,21.78,,
137.576205445,58.6011538804,4017255,12501,SDSSJ091018.20+583602.5,1186.26416016,20.4946212769,17.9383006906,17.6675363397,17.6043687677,19.22,13.89,0.232
144.738000449,0.692730437834,4017364,12305,SDSSJ093857.12+004134.0,-31.3323230743,3.12044858932,16.4464307705,16.2330699841,16.2682300488,21.09,,
147.630248281,0.407520905381,4017428,100,SDSSJ095031.29+002427.0,1896.79870605,29.7915172577,19.8278987181,19.3098733199,19.5921265852,19.19,,
148.497429926,2.86976664822,4017435,12428,SDSSJ095359.32+025209.1,1761.5279541,28.1489925385,18.0909803563,17.940725153,17.9304865056,17.68,13.995,0.29
155.757093427,43.7097483973,4017546,55160,SDSSJ102301.64+434235.0,2823.41845703,42.1391639709,18.259432116,18.1794016747,18.0198452858,20.19,,
158.9538,8.48129,4017582,,SDSSJ103548.98+082859.9,1158.0,10.4,,,,17.2,,
164.019207452,65.415813752,4017640,12780,SDSSJ105604.27+652454.9,1711.86413574,30.3030529022,18.1918557482,17.9863723116,17.9576085405,18.17,,
168.823040376,58.1934085409,4017702,139043,SDSSJ111517.56+581136.5,1452.00219727,26.6888103485,15.224247854,14.5696496179,14.8157586267,17.62,,
169.810012637,11.9519271174,4017710,66128,SDSSJ111914.39+115707.7,863.04498291,16.196264267,16.0129708781,15.9375485911,15.7236203685,18.09,,
175.242859367,57.8284743582,4017777,52331,SDSSJ114058.12+574942.3,1465.28051758,26.8814544678,17.6538785014,17.4063036952,17.4213116679,17.19,14.526,0.173
182.5164,68.6949,4017876,,SDSSJ121003.98+684141.9,2451.0,,,,,18.69,,
183.005065784,10.3984637588,4017882,48859,SDSSJ121201.19+102354.4,1629.27087402,25.5613059998,18.0879592567,17.9818267494,17.9500054985,17.47,13.191,0.203
183.09932116,65.1214054571,4017884,140911,SDSSJ121223.65+650717.8,1330.0020752,24.7806472778,17.942122755,17.7225010967,17.5437491512,17.26,,
192.095921001,5.13807489857,4018022,31023,SDSSJ124823.09+050816.3,2514.84741211,36.8370323181,17.9716314198,17.8429006459,17.8687299611,19.64,,
2.20335,14.03367,4018118,,SDSSJ000848.80+140201.3,1915.0,,,,,18.16,,
206.989565922,4.31375095902,4018203,143883,SDSSJ134757.44+041850.5,954.001464844,16.4111099243,18.2427887714,17.9995846545,17.9730677402,17.43,,
207.521289076,57.8095376913,4018209,45096,SDSSJ135005.10+574834.2,1701.75256348,29.1461086273,18.1840889234,18.0680010099,17.8881618757,17.25,,
214.076306835,57.5558099028,4018307,45247,SDSSJ141618.21+573319.7,3111.29418945,44.2480010986,18.3476504635,18.246186192,18.2253112149,17.63,,
215.00501462,36.770233086,4018320,67702,SDSSJ142001.24+364610.9,2835.40112305,40.6186752319,18.5256319864,18.340944372,18.3173971994,17.81,,
219.86685,37.23979,4018386,,SDSSJ143928.08+371423.5,2853.0,,,,,17.65,,
222.777697652,2.52346125776,4018414,15288,SDSSJ145106.77+023127.0,2071.97290039,30.1231422424,17.7506720171,17.6805035219,17.5507427797,17.77,,
225.247032991,1.87703110209,4018458,145754,SDSSJ150059.35+015236.1,2203.00341797,31.6399555206,17.4514061052,17.3240581591,16.8124414522,17.53,13.33,0.187
225.637477084,1.93477027312,4018466,145768,SDSSJ150233.03+015608.3,1647.00256348,25.0701560974,15.9562458532,15.7331604497,15.7129311101,17.11,,
229.633676201,31.1617434306,4018536,68048,SDSSJ151832.11+310940.2,1656.61462402,25.4841403961,17.3359888077,17.225611496,17.0435712814,17.17,,
233.163445886,-1.60176582887,4018578,35731,SDSSJ153239.23-013606.1,2859.88720703,38.1308021545,18.0085630499,17.8791656576,17.8705148779,17.63,13.543,0.213
237.775424423,36.2188159821,4018642,58193,SDSSJ155106.11+361308.1,2520.92602539,36.2988128662,17.2524059113,17.0642373857,16.9732091721,18.35,,
239.060705371,6.09767384903,4018662,80090,SDSSJ155614.43+060553.4,1797.74987793,25.9293289185,17.0460329148,16.8506908509,16.8254089447,19.04,13.27,0.217
153.860339532,64.6358831967,4019613,12670,SDSSJ101526.49+643808.9,1659.54296875,29.2689208984,18.5487350623,18.5858730475,18.5618757407,19.65,14.097,0.196
146.7531,2.07402,4019692,,SDSSJ094700.75+020426.3,3722.0,,,,,19.67,13.422,0.172
191.247016367,52.8677024593,4019871,33030,SDSSJ124459.26+525203.5,2685.65673828,40.4862937927,18.3676520194,18.1832590903,18.1746960486,19.58,,
145.759229254,5.02838334971,4019931,136044,SDSSJ094302.21+050144.1,1942.00292969,30.6572933197,15.6799701471,15.4809936304,14.6564525385,,,
209.039125183,5.54298167769,4019959,31532,SDSSJ135609.37+053233.9,1095.84814453,18.5074768066,16.9566129306,16.862202988,16.8376792529,17.32,,
48.4824273826,-0.176702575883,4041861,7773,[ISI96]0311-0021,2839.42138672,39.3571014404,17.391118758,17.3143412998,17.5387542179,17.41,,
127.32795,25.75099,4074613,,SDSSJ082918.70+254503.4,2156.0,,,,,17.44,13.974,0.188
131.178150105,29.5452793016,4074615,50284,SDSSJ084442.71+293243.0,2116.8425293,32.7971382141,18.4513950213,18.3242893084,18.3184423311,17.68,14.075,0.201
171.838050194,50.2760040506,4074680,38301,SDSSJ112721.12+501633.3,1665.32312012,29.113483429,16.1446075935,15.9547329444,15.8518867988,16.3,,
210.10125,38.51944,4074752,,SDSSJ140024.27+383110.4,2632.0,,,,,17.33,12.923,0.12
224.619779118,1.54311390233,4074773,145732,SDSSJ145828.64+013234.6,1494.00244141,23.3442440033,16.6780563194,16.3935228187,16.3416791755,16.38,,
252.712057408,20.6368932662,4074806,63200,SDSSJ165051.18+203814.7,2704.93896484,38.3208389282,17.0194308621,16.9252927167,16.8756482465,16.16,,
162.645285419,66.0453342543,4074864,12794,SDSSJ105035.27+660242.6,1138.39135742,20.4307670593,17.087013533,16.887668898,16.7806532882,16.14,,
122.44965,22.45833,4074941,,SDSSJ080947.91+222730.1,2118.0,,,,,17.16,12.364,0.093
128.40135,29.50192,4074948,,SDSSJ083336.33+293007.2,2105.0,,,,,17.39,13.058,0.103
161.234162745,0.741433804641,4075032,137959,SDSSJ104456.00+004433.4,1614.00256348,25.642665863,17.0147655889,16.9411123678,17.0570887014,18.66,,
170.93760018,-0.838610135824,4075062,139331,SDSSJ112344.82-005011.2,2878.00439453,41.9135818481,17.472608957,17.2967533204,17.2574781511,18.76,,
191.2294599,-21.6602258047,4075541,142167,6dFJ1244552-213939,2781.00439453,40.4823913574,20.3077598571,20.8154254912,20.467494583,,,
65.33085,-31.63457,4075569,,6dFJ0421194-313805,2554.0,,,,,,13.595,0.234
357.7248,-40.72868,4075665,,g2350540-404342,1701.0,,,,,,10.301,0.067
180.28095,-24.57171,4075668,,6dFJ1201074-243418,1783.0,,,,,,10.798,0.041
197.4615,-24.24187,4075686,,6dFJ1309508-241431,2948.0,,,,,,11.77,0.056
138.324,-30.62269,4075828,,g0913178-303722,2505.0,,,,,,10.888,0.072
139.41525,-23.26496,4075867,,6dFJ0917396-231554,3565.0,,,,,,12.758,0.13
143.9496,-25.16953,4075944,,6dFJ0935479-251010,2712.0,,,,,,11.809,0.083
149.72865,-34.4467,4075975,,6dFJ0958549-342648,2738.0,,,,,,11.927,0.091
150.9891,-31.7764,4076004,,g1003574-314636,2638.0,,,,,,11.106,0.053
152.04465,-33.51721,4076021,,6dFJ1008107-333102,3073.0,,,,,,12.386,0.097
153.3462,-41.11925,4076035,,g1013230-410709,3295.0,,,,,,11.333,0.061
157.11195,-37.90719,4076066,,g1028269-375426,2664.0,,,,,,11.213,0.06
175.2468,-44.38385,4076185,,6dFJ1140592-442302,3188.0,,,,,,12.807,0.135
190.80465,-42.99072,4076223,,6dFJ1243132-425927,2775.0,,,,,,12.289,0.121
192.4029,-45.52935,4076226,,A124648.8-451525,3300.0,,,,,,10.488,0.05
209.4855,-29.29027,4076289,,6dFJ1357565-291725,2843.0,,,,,,8.022,0.028
159.8766,-9.76917,4076303,,6dFJ1039304-094609,2438.0,,,,,,,
38.88345,-7.16015,4076342,,6dFJ0235320-070936,1546.0,,,,,,11.182,0.046
96.3936,-28.45438,4076398,,g0625345-282716,2832.0,,,,,,10.896,0.051
105.6675,-28.44678,4076537,,g0702402-282648,1992.0,,,,,,11.348,0.073
127.34025,-16.88383,4076691,,08292160-1653000,1928.0,,,,,,10.738,0.064
249.0855,-65.53011,4077289,,g1636205-653149,3032.0,,,,,,11.658,0.078
264.85125,-67.81838,4077672,,HIPASSJ1739-67,3254.0,,,,,,12.745,0.211
284.2443,-42.70305,4078248,,HIPASSJ1856-42,2988.0,,,,,,11.915,0.076
289.15965,-31.85659,4078339,,19163830-3151240,2018.0,,,,,,10.659,0.042
79.33995,-32.7596,4078612,,HIPASSJ0517-32,798.0,,,,,,,
181.36995,-37.57474,4078617,,6dFJ1205288-373429,2018.0,,,,,,,
83.8728,-31.40246,4078630,,6dFJ0535295-312409,3272.0,,,,,,,
156.696,-31.14942,4078633,,6dFJ1026470-310859,2136.0,,,,,,,
203.7195,-29.00222,4078637,,HIPASSJ1334-29,2230.0,,,,,,,
90.56415,-23.86702,4078649,,6dFJ0602154-235201,1795.0,,,,,,,
144.8961,-25.12639,4078650,,6dFJ0939351-250735,741.0,6.15,,,,,,
145.5351,-23.59538,4078651,,6dFJ0942084-233544,3339.0,,,,,,,
150.59145,-25.35445,4078652,,6dFJ1002219-252116,2414.0,,,,,,,
200.6229,-21.73028,4078662,,6dFJ1322295-214349,1674.0,,,,,,,
149.1567,-9.48627,4078671,,6dFJ0956376-092911,627.0,5.18,,,,,,
314.52195,-58.5948,4078680,,6dFJ2058053-583541,3454.0,,,,,,,
308.0421,-49.5159,4078688,,6dFJ2032101-493056,2578.0,,,,,,,
177.4704,-38.90861,4078709,,6dFJ1149529-385431,2707.0,,,,,,13.531,0.187
81.85875,-35.55477,4078727,,6dFJ0527261-353318,1348.0,,,,,,,
170.4681,-34.91638,4078732,,6dFJ1121523-345459,2522.0,,,,,,,
169.60845,-33.42744,4078734,,6dFJ1118261-332539,2840.0,,,,,,13.877,0.275
203.7318,-34.08583,4078739,,6dFJ1334556-340509,3603.0,,,,,,,
42.13785,-29.57976,4078746,,6dFJ0248331-293447,2144.0,,,,,,10.939,0.051
161.9949,-31.75264,4078756,,6dFJ1047588-314510,3854.0,,,,,,13.641,0.21
181.8771,-30.19884,4078762,,6dFJ1207305-301156,2540.0,,,,,,13.948,0.251
61.77915,-24.14166,4078785,,6dFJ0407070-240830,3395.0,,,,,,,
59.3697,-23.18008,4078786,,6dFJ0357287-231048,1580.0,,,,,,,
78.5901,-26.29343,4078787,,6dFJ0514217-261736,2732.0,,,,,,13.732,0.224
202.81695,-25.45474,4078810,,6dFJ1331161-252718,2416.0,,,,,,,
180.61455,-19.10059,4078827,,6dFJ1202275-190603,2512.0,,,,,,13.987,0.266
194.55015,-21.04596,4078829,,6dFJ1258120-210246,3076.0,,,,,,,
143.83995,-13.81443,4078844,,6dFJ0935216-134852,796.0,7.3,,,,,,
353.826249957,-3.74214338269,4078858,151994,6dFJ2335182-034434,2210.00341797,29.373960495,15.7930557879,15.5588104876,15.5131313952,,,
59.0049,-20.55521,4078963,,6dFJ0356012-203319,1572.0,,,,,,,
177.97335,-13.41313,4079108,,HIPASSJ1151-13,2053.0,,,,,,,
330.16635,-43.12582,4079306,,6dFJ2200399-430733,2326.0,,,,,,13.542,0.196
62.70735,-27.49984,4079410,,6dFJ0410498-272959,3584.0,,,,,,,
278.4216,-45.01574,4079620,,6dFJ1833412-450057,3262.0,,,,,,12.859,0.125
155.47455,-33.64228,4079661,,6dFJ1021539-333832,2969.0,,,,,,12.953,0.174
149.55675,-29.41393,4079716,,HIPASSJ0958-29,2311.0,,,,,,,
273.93975,-67.02403,4079724,,HIPASSJ1816-67,3347.0,,,,,,,
176.69385,-28.12699,4079893,,6dFJ1146465-280737,2153.0,,,,,,,
25.72155,-43.39861,4079998,,6dFJ0142532-432355,1537.0,,,,,,,
54.2592,-36.17671,4080027,,6dFJ0337022-361037,1674.0,,,,,,,
183.6471,-27.95458,4080059,,6dFJ1214353-275717,2222.0,,,,,,,
221.75205,-16.76671,4080065,,6dFJ1447005-164601,3405.0,,,,,,,
174.7455,-38.01153,4080136,,6dFJ1138589-380042,2686.0,,,,,,,
312.41655,-32.69824,4080166,,6dFJ2049400-324154,1761.0,,,,,,13.49,0.141
149.5476,-29.57678,4080350,,g0958114-293437,2314.0,,,,,,11.23,0.11
168.14175,-36.42798,4080452,,g1112340-362541,2833.0,,,,,,9.913,0.042
328.8357,-25.00116,4080503,,6dFJ2155206-250004,2536.0,,,,,,,
123.012797827,22.6740494081,4083825,64301,SDSSJ081202.89+224026.6,1962.16723633,29.6776008606,17.3399996305,17.1657862211,17.281260922,16.68,,
129.138223321,5.17871216448,4086026,46791,SDSSJ083633.23+051042.5,1855.94897461,29.1642360687,17.3902024648,17.256381931,17.1734551808,17.62,,
132.80055,27.88001,4087020,,SDSSJ085112.11+275248.1,398.0,6.1,,,,16.52,12.239,0.071
138.194404502,8.93821643795,4088225,135747,SDSSJ091246.67+085619.9,1282.0020752,22.0333137512,17.908772774,17.7591107562,18.0262377933,,,
141.306258293,58.9585600796,4089075,135889,SDSSJ092513.29+585730.9,3223.23657227,47.5305213928,16.5021800916,16.3419475476,16.2034702222,,,
143.085779879,10.0998189719,4089452,51817,SDSSJ093220.58+100559.2,3212.75708008,48.3401031494,16.9055676338,16.7617916939,16.6776356575,16.61,13.88,0.26
150.1524,30.5361,4091250,,SDSSJ100036.54+303209.7,501.0,7.1,,,,17.5,,
152.585446216,7.75375303416,4091939,49375,SDSSJ101020.51+074513.6,1280.1496582,21.9133090973,18.3432492961,18.2685661068,18.2404536953,17.54,,
155.100173751,63.4393405932,4092595,137120,SDSSJ102024.02+632620.9,1700.04553223,29.9043922424,17.7243322512,17.5495504519,17.4670519015,,,
159.96459949,56.733189468,4093989,36999,SDSSJ103950.97+564402.9,1140.02197266,20.7655525208,16.6762512614,16.5847328593,16.5448997905,,14.091,0.151
161.146006317,13.939329534,4094467,74687,SDSSJ104435.27+135622.7,633.0,13.2423620224,16.3263323334,16.0737764862,15.8807814148,,,
162.880814769,14.1153291488,4095197,138211,SDSSJ105131.34+140653.1,832.0,16.063243866,18.0768824042,17.7908621253,17.7755842628,,14.24,0.236
163.019939124,15.0304533689,4095241,138233,SDSSJ105204.79+150149.6,828.0,16.0585002899,16.9928718051,16.7209258518,16.6852374515,,,
163.9323,2.66187,4095559,,SDSSJ105543.63+023942.4,3691.0,,,,,16.82,,
166.946015633,15.0587571738,4096546,159320,SDSSJ110747.04+150331.4,3416.92333984,52.0215034485,18.1637239451,18.2701911921,18.1948671336,17.27,,
169.709909739,3.76358392265,4097588,30276,SDSSJ111850.46+034548.8,1700.80175781,26.6398849487,17.3385620311,17.1300802425,17.3191852764,16.75,,
172.759548561,62.2451912299,4098715,27469,SDSSJ113102.13+621443.0,2737.47216797,41.3714294434,18.1884621212,18.0131519863,17.8666237423,17.13,14.184,0.277
173.516347052,48.4772980348,4099065,38229,SDSSJ113403.90+482837.3,3038.94555664,44.2321853638,18.2558173432,18.0488547578,18.0791968598,,,
179.856321499,57.0691616463,4101601,52451,PGC3085826,830.102416992,16.0931415558,16.2765551395,16.0445767231,16.2972117252,16.35,14.362,0.318
180.749150777,47.6541977481,4102014,160940,SDSSJ120259.98+473915.1,492.084747314,11.3953905106,16.910088019,16.7733482881,16.5109400316,16.74,13.205,0.134
182.398465798,65.5956098307,4102842,19289,SDSSJ120935.64+653541.4,1121.11572266,20.6185150146,18.2906587124,18.0734145641,18.0630567074,17.62,,
184.51773627,14.7533046382,4103810,141084,SDSSJ121804.26+144510.4,1767.17260742,27.2745056152,17.3404932678,17.2027626693,16.9756251037,16.59,,
189.6207,13.42396,4105809,,SDSSJ123828.98+132525.7,974.0,,,,,,,
190.048090621,15.7038959897,4106014,75729,SDSSJ124011.52+154213.8,3916.28808594,62.8209877014,17.722384916,17.7481741769,17.7215189797,17.19,,
191.048993448,62.1731707772,4106417,27769,SDSSJ124412.03+621020.0,2566.04956055,39.3370285034,18.4236165551,18.3914033441,18.2730580834,17.67,,
192.321992889,60.1259549969,4106650,37742,SDSSJ124917.22+600733.2,2832.75878906,42.1964416504,18.5237180134,18.4371720692,18.4665900608,17.66,13.606,0.151
194.776165657,14.429806732,4107150,75796,SDSSJ125906.25+142547.0,2688.04394531,38.5952033997,18.3185023178,18.2260683883,18.2375716079,17.53,,
203.640190011,54.4594207821,4109196,42966,SDSSJ133433.68+542733.4,2117.92724609,33.6822052002,17.2147451634,17.16636908,16.9601465458,16.36,,
204.308066759,44.5909652021,4109461,54563,SDSSJ133713.96+443527.4,2754.8293457,39.8417396545,18.304148322,18.1898199376,18.1987758931,17.63,,
214.93935,9.36433,4112871,,SDSSJ141945.42+092152.0,1272.0,,,,,,13.315,0.16
232.485722766,58.4429610976,4118546,19985,SDSSJ152956.64+582635.0,2889.86523438,41.6111946106,16.7754523181,16.5755888843,16.6217371844,16.36,,
236.299252072,45.1780691268,4118820,53836,SDSSJ154511.81+451041.0,2620.62133789,37.4921112061,18.2826871917,18.3137321517,18.2103500411,17.37,,
106.4007,5.40464,4126672,,PGC4126672,3595.0,,,,,,,
350.445629104,9.04082813162,4126675,169105,PGC4126675,3667.00561523,51.4123497009,16.9599660182,16.7486527705,16.7044881129,15.64,,
304.13655,7.27414,4126690,,PGC4126690,1841.0,,,,,,13.837,0.124
307.77465,-33.48904,4126746,,PGC4126746,2796.0,,,,,,13.876,0.208
187.4685,2.09022,4126748,,PGC4126748,1571.0,,,,,,,
138.8574,25.41954,4194405,,SDSSJ091525.83+252511.1,502.0,21.7,,,,18.59,,
147.7517928,20.0728077294,4215191,136125,SDSSJ095100.45+200420.9,3498.00927734,53.1749305725,17.8830741475,17.7618535588,17.6470292637,16.92,12.428,0.049
172.10115,6.11783,4281130,,SDSSJ112824.27+060704.2,1566.0,,,,,16.98,,
180.633321947,29.2438753894,4307923,102266,SDSSJ120232.00+291437.9,3432.56201172,50.7664451599,16.5128233436,16.3677732948,16.8226206306,16.14,14.023,0.18
184.214180973,29.05470932,4319418,102687,SDSSJ121651.41+290317.1,1101.48364258,19.4210147858,16.6769619733,16.4212094098,16.3602429181,16.11,,
184.546117428,46.916852994,4320422,60711,SDSSJ121811.07+465500.6,420.0,10.0521831512,16.9733094869,16.8052472768,16.8428601918,16.68,,
184.781194932,7.6343996484,4321211,67273,SDSSJ121907.71+073802.5,2677.92358398,38.8021354675,17.482663529,17.3582891394,17.2673086096,17.63,13.045,0.133
185.128996567,6.63988699101,4322243,67262,SDSSJ122030.92+063823.7,1856.828125,28.3850574493,18.4003175095,18.2899840669,18.204640706,17.58,,
186.021299319,8.2937794142,4324871,170737,SDSSJ122405.09+081737.7,1245.11425781,20.6779003143,17.4929031277,17.550157919,17.5701965237,17.07,,
186.42705,26.80984,4326021,,SDSSJ122542.56+264834.5,273.0,19.5,,,,16.54,,
187.312041904,37.0522007982,4328701,141483,SDSSJ122914.89+370307.9,3268.00512695,45.907951355,18.4356755258,18.0793732645,17.7538899423,17.39,,
187.389510953,13.1950511949,4328947,141492,SDSSJ122933.64+131145.6,1215.00183105,20.4090328217,18.7467811498,18.6399314794,18.5650632772,17.7,,
197.478951339,42.152615844,4357614,143055,SDSSJ130954.58+420907.2,2677.00415039,38.9262199402,18.9820825521,18.7974092428,18.5857717458,17.93,,
199.9707,13.80666,4365303,,SDSSJ131952.91+134825.5,937.0,,,,,18.93,,
225.079954438,0.950035857086,4443182,145749,SDSSJ150019.17+005700.3,1961.00305176,28.8092765808,16.7881240682,16.6767787771,16.3983211355,16.36,,
241.458104307,41.3300289979,4488804,146667,SDSSJ160549.93+411948.2,1667.00256348,26.5802726746,17.8458806554,18.467883257,18.3099624196,18.62,12.798,0.139
181.496707184,42.9032050516,4536809,140756,SDSSJ120559.53+425409.5,767.001159668,15.429854393,16.8229574772,16.6859879108,16.5928244205,16.64,14.15,0.188
77.6886,-2.7586,4544146,,PGC4544146,2870.0,,,,,,14.059,0.256
185.072776892,29.1020879673,4546521,161515,SDSSJ122017.39+290609.1,720.275695801,14.6682949066,16.1917671677,15.938729715,15.8416199204,15.81,13.616,0.149
175.748403168,48.3569252802,4551296,60219,SDSSJ114259.64+482124.4,3092.75537109,44.8148269653,17.8890876082,17.8205127028,17.7998427657,17.3,14.064,0.219
114.3687,47.40915,4554201,,SDSSJ073728.49+472432.8,404.0,15.7,,,,18.19,13.793,0.154
185.988946793,29.5965550928,4555424,102870,SDSSJ122357.33+293547.4,714.022705078,14.5760850906,16.2878471137,15.9373126746,15.9884963752,15.91,,
179.745815913,29.1927690966,4558526,102289,SDSSJ115859.10+291135.8,3470.1171875,51.9686470032,16.486637425,16.2176898237,16.1244929548,16.0,,
181.66129294,66.3094624869,4567536,13011,SDSSJ120638.66+661834.3,1180.39990234,21.773853302,17.7833272809,17.6526061887,17.519622981,17.08,,
140.73768931,24.9465817477,4571720,106283,SDSSJ092256.97+245647.9,519.0,11.5385627747,17.5706329296,17.3443574856,17.32770061,17.5,,
197.174758219,9.19466964382,4573302,77561,SDSSJ130841.90+091140.9,3133.87670898,44.5146865845,17.0555086958,16.8456564772,16.7809325087,16.59,,
178.084390755,15.4608214744,4574337,140365,SDSSJ115220.20+152736.2,787.001220703,15.1047534943,17.5674098319,17.4518245047,17.5445922202,17.37,13.594,0.119
206.816791003,13.1772292433,4574632,76136,SDSSJ134715.99+131037.8,1102.45275879,19.001449585,18.5482334047,18.3415721803,18.2920097261,17.87,,
192.778784152,12.0612715037,4579163,142441,SDSSJ125106.78+120335.4,1788.00280762,27.4683132172,17.6893858611,17.6313910186,17.8118633925,17.19,,
174.22395,17.89037,4581793,,PGC4581793,3341.0,,,,,,10.856,0.051
358.58083257,10.9469314463,4581795,152883,PGC4581795,944.001464844,13.6751508713,17.3700054424,17.2119396465,17.0944526928,,13.296,0.18
348.76365,-42.53956,4581796,,APPLES1,674.0,8.5,,,,,,
